type,_id,discipline,city,gender,country,year,sport,medal,event
olympics,59f308051f0d6766995d4058,Bobsleigh,Turin,M,GER,2006,Bobsleigh,Gold,two-man
olympics,59f308051f0d6766995d4059,Short Track S.,Turin,M,KOR,2006,Skating,Silver,1000m
olympics,59f308051f0d6766995d405a,Bobsleigh,Turin,W,ITA,2006,Bobsleigh,Bronze,two-man
olympics,59f308051f0d6766995d405b,Cross Country S,Turin,M,ITA,2006,Skiing,Gold,50km
olympics,59f308051f0d6766995d405c,Short Track S.,Turin,M,KOR,2006,Skating,Gold,1000m
olympics,59f308051f0d6766995d405d,Short Track S.,Turin,W,KOR,2006,Skating,Silver,1500m
olympics,59f308051f0d6766995d405e,Speed skating,Turin,M,ITA,2006,Skating,Gold,1500m
olympics,59f308051f0d6766995d405f,Luge,Turin,M,LAT,2006,Luge,Bronze,singles
olympics,59f308051f0d6766995d4060,Short Track S.,Turin,M,KOR,2006,Skating,Gold,5000m relay
olympics,59f308051f0d6766995d4061,Biathlon,Turin,M,NOR,2006,Biathlon,Bronze,10km
olympics,59f308051f0d6766995d4062,Short Track S.,Turin,M,KOR,2006,Skating,Silver,1500m
olympics,59f308051f0d6766995d4063,Cross Country S,Turin,M,ITA,2006,Skiing,Bronze,Combined 15 + 15km mass start
olympics,59f308051f0d6766995d4064,Speed skating,Turin,M,NED,2006,Skating,Bronze,Team pursuit
olympics,59f308051f0d6766995d4065,Cross Country S,Turin,W,NOR,2006,Skiing,Bronze,10km
olympics,59f308051f0d6766995d4066,Cross Country S,Turin,M,NOR,2006,Skiing,Silver,Combined 15 + 15km mass start
olympics,59f308051f0d6766995d4067,Short Track S.,Turin,W,ITA,2006,Skating,Bronze,3000m relay
olympics,59f308051f0d6766995d4068,Short Track S.,Turin,W,KOR,2006,Skating,Gold,1500m
olympics,59f308051f0d6766995d4069,Alpine Skiing,Turin,M,NOR,2006,Skiing,Gold,super-G
olympics,59f308051f0d6766995d406a,Speed skating,Turin,M,NED,2006,Skating,Gold,10000m
olympics,59f308051f0d6766995d406b,Nordic Combined,Turin,M,GER,2006,Skiing,Bronze,Individual sprint
olympics,59f308051f0d6766995d406c,Biathlon,Turin,M,RUS,2006,Biathlon,Silver,4x7.5km relay
olympics,59f308051f0d6766995d406d,Biathlon,Turin,M,POL,2006,Biathlon,Silver,15km mass start
olympics,59f308051f0d6766995d406e,Nordic Combined,Turin,M,NOR,2006,Skiing,Silver,Individual sprint
olympics,59f308051f0d6766995d406f,Ski Jumping,Turin,M,NOR,2006,Skiing,Gold,K90 individual (70m)
olympics,59f308051f0d6766995d4070,Bobsleigh,Turin,M,RUS,2006,Bobsleigh,Silver,four-man
olympics,59f308051f0d6766995d4071,Nordic Combined,Turin,M,NOR,2006,Skiing,Bronze,Individual
olympics,59f308051f0d6766995d4072,Biathlon,Turin,M,NOR,2006,Biathlon,Silver,12.5km pursuit
olympics,59f308051f0d6766995d4073,Biathlon,Turin,M,GER,2006,Biathlon,Gold,4x7.5km relay
olympics,59f308051f0d6766995d4074,Biathlon,Turin,W,RUS,2006,Biathlon,Bronze,10km pursuit
olympics,59f308051f0d6766995d4075,Speed skating,Turin,W,NED,2006,Skating,Silver,3000m
olympics,59f308051f0d6766995d4076,Biathlon,Turin,M,NOR,2006,Biathlon,Silver,20km
olympics,59f308051f0d6766995d4077,Luge,Turin,M,RUS,2006,Luge,Silver,singles
olympics,59f308051f0d6766995d4078,Speed skating,Turin,M,NED,2006,Skating,Silver,5000m
olympics,59f308051f0d6766995d4079,Cross Country S,Turin,M,NOR,2006,Skiing,Silver,Team sprint
olympics,59f308051f0d6766995d407a,Bobsleigh,Turin,M,SUI,2006,Bobsleigh,Bronze,two-man
olympics,59f308051f0d6766995d407b,Skeleton,Turin,W,SUI,2006,Bobsleigh,Gold,individual
olympics,59f308051f0d6766995d407c,Snowboard,Turin,M,SVK,2006,Skiing,Silver,Snowboard Cross
olympics,59f308051f0d6766995d407d,Speed skating,Turin,W,RUS,2006,Skating,Bronze,Team pursuit
olympics,59f308051f0d6766995d407e,Speed skating,Turin,W,RUS,2006,Skating,Gold,500m
olympics,59f308051f0d6766995d407f,Figure skating,Turin,M,RUS,2006,Skating,Gold,individual
olympics,59f308051f0d6766995d4080,Cross Country S,Turin,W,POL,2006,Skiing,Bronze,30km
olympics,59f308051f0d6766995d4081,Cross Country S,Turin,M,RUS,2006,Skiing,Gold,Combined 15 + 15km mass start
olympics,59f308051f0d6766995d4082,Cross Country S,Turin,W,RUS,2006,Skiing,Bronze,Combined 7.5 + 7.5km mass start
olympics,59f308051f0d6766995d4083,Figure skating,Turin,X,UKR,2006,Skating,Bronze,ice dancing
olympics,59f308051f0d6766995d4084,Bobsleigh,Turin,M,SUI,2006,Bobsleigh,Bronze,four-man
olympics,59f308051f0d6766995d4085,Curling,Turin,M,USA,2006,Curling,Bronze,curling
olympics,59f308051f0d6766995d4086,Figure skating,Turin,X,RUS,2006,Skating,Gold,ice dancing
olympics,59f308051f0d6766995d4087,Speed skating,Turin,M,USA,2006,Skating,Silver,1000m
olympics,59f308051f0d6766995d4088,Cross Country S,Turin,M,SWE,2006,Skiing,Bronze,4x10km relay
olympics,59f308051f0d6766995d4089,Speed skating,Turin,M,USA,2006,Skating,Bronze,1500m
olympics,59f308051f0d6766995d408a,Figure skating,Turin,X,USA,2006,Skating,Silver,ice dancing
olympics,59f308051f0d6766995d408b,Short Track S.,Turin,M,USA,2006,Skating,Bronze,1000m
olympics,59f308051f0d6766995d408c,Alpine Skiing,Turin,W,SWE,2006,Skiing,Bronze,Alpine combined
olympics,59f308051f0d6766995d408d,Snowboard,Turin,W,USA,2006,Skiing,Gold,Half-pipe
olympics,59f308051f0d6766995d408e,Biathlon,Turin,W,SWE,2006,Biathlon,Silver,7.5km
olympics,59f308051f0d6766995d408f,Ice Hockey,Turin,M,SWE,2006,Ice Hockey,Gold,ice hockey
olympics,59f308051f0d6766995d4090,Biathlon,Turin,M,NOR,2006,Biathlon,Bronze,15km mass start
olympics,59f308051f0d6766995d4091,Snowboard,Turin,W,USA,2006,Skiing,Silver,Snowboard Cross
olympics,59f308051f0d6766995d4092,Biathlon,Turin,W,SWE,2006,Biathlon,Gold,12.5km mass start
olympics,59f308051f0d6766995d4093,Figure skating,Turin,X,RUS,2006,Skating,Gold,pairs
olympics,59f308051f0d6766995d4094,Cross Country S,Turin,M,SWE,2006,Skiing,Gold,Team sprint
olympics,59f308051f0d6766995d4095,Snowboard,Turin,M,USA,2006,Skiing,Gold,Snowboard Cross
olympics,59f308051f0d6766995d4096,Curling,Turin,W,SWE,2006,Curling,Gold,curling
olympics,59f308051f0d6766995d4097,Snowboard,Turin,W,SUI,2006,Skiing,Gold,Snowboard Cross
olympics,59f308051f0d6766995d4098,Freestyle Ski.,Turin,M,USA,2006,Skiing,Bronze,moguls
olympics,59f308051f0d6766995d4099,Alpine Skiing,Turin,W,USA,2006,Skiing,Gold,giant slalom
olympics,59f308051f0d6766995d409a,Bobsleigh,Chamonix,M,BEL,1924,Bobsleigh,Bronze,four-man
olympics,59f308051f0d6766995d409b,Speed skating,Chamonix,M,FIN,1924,Skating,Bronze,combined (4 events)
olympics,59f308051f0d6766995d409c,Speed skating,Chamonix,M,FIN,1924,Skating,Gold,1500m
olympics,59f308051f0d6766995d409d,Ice Hockey,Chamonix,M,CAN,1924,Ice Hockey,Gold,ice hockey
olympics,59f308051f0d6766995d409e,Cross Country S,Chamonix,M,FIN,1924,Skiing,Bronze,18km
olympics,59f308051f0d6766995d409f,Speed skating,Chamonix,M,NOR,1924,Skating,Silver,1500m
olympics,59f308051f0d6766995d40a0,Cross Country S,Turin,M,SWE,2006,Skiing,Bronze,Sprint 1.5km
olympics,59f308051f0d6766995d40a1,Speed skating,Chamonix,M,NOR,1924,Skating,Bronze,5000m
olympics,59f308051f0d6766995d40a2,Figure skating,Chamonix,W,GBR,1924,Skating,Bronze,individual
olympics,59f308051f0d6766995d40a3,Nordic Combined,Chamonix,M,NOR,1924,Skiing,Gold,individual
olympics,59f308051f0d6766995d40a4,Speed skating,Turin,M,USA,2006,Skating,Gold,5000m
olympics,59f308051f0d6766995d40a5,Speed skating,Chamonix,M,FIN,1924,Skating,Gold,combined (4 events)
olympics,59f308051f0d6766995d40a6,Snowboard,Turin,W,USA,2006,Skiing,Bronze,Giant parallel slalom
olympics,59f308051f0d6766995d40a7,Speed skating,St. Moritz,M,FIN,1928,Skating,Bronze,500m
olympics,59f308051f0d6766995d40a8,Speed skating,St. Moritz,M,FIN,1928,Skating,Gold,1500m
olympics,59f308051f0d6766995d40a9,Speed skating,Chamonix,M,FIN,1924,Skating,Bronze,500m
olympics,59f308051f0d6766995d40aa,Snowboard,Turin,W,USA,2006,Skiing,Silver,Half-pipe
olympics,59f308051f0d6766995d40ab,Figure skating,Chamonix,M,SWE,1924,Skating,Gold,individual
olympics,59f308051f0d6766995d40ac,Ski Jumping,Chamonix,M,NOR,1924,Skiing,Silver,K90 individual (70m)
olympics,59f308051f0d6766995d40ad,Speed skating,St. Moritz,M,NOR,1928,Skating,Bronze,5000m
olympics,59f308051f0d6766995d40ae,Figure skating,St. Moritz,W,AUT,1928,Skating,Silver,individual
olympics,59f308051f0d6766995d40af,Speed skating,St. Moritz,M,NOR,1928,Skating,Gold,5000m
olympics,59f308051f0d6766995d40b0,Figure skating,St. Moritz,X,AUT,1928,Skating,Silver,pairs
olympics,59f308051f0d6766995d40b1,Ski Jumping,Chamonix,M,USA,1924,Skiing,Bronze,K90 individual (70m)
olympics,59f308051f0d6766995d40b2,Figure skating,St. Moritz,M,BEL,1928,Skating,Bronze,individual
olympics,59f308051f0d6766995d40b3,Speed skating,St. Moritz,M,FIN,1928,Skating,Silver,5000m
olympics,59f308051f0d6766995d40b4,Speed skating,Chamonix,M,NOR,1924,Skating,Silver,500m
olympics,59f308051f0d6766995d40b5,Speed skating,St. Moritz,M,NOR,1928,Skating,Gold,500m
olympics,59f308051f0d6766995d40b6,Figure skating,St. Moritz,X,FRA,1928,Skating,Gold,pairs
olympics,59f308051f0d6766995d40b7,Nordic Combined,St. Moritz,M,NOR,1928,Skiing,Bronze,individual
olympics,59f308051f0d6766995d40b8,Bobsleigh,St. Moritz,M,GER,1928,Bobsleigh,Bronze,five-man
olympics,59f308051f0d6766995d40b9,Speed skating,St. Moritz,M,NOR,1928,Skating,Bronze,1500m
olympics,59f308051f0d6766995d40ba,Ski Jumping,St. Moritz,M,NOR,1928,Skiing,Silver,K90 individual (70m)
olympics,59f308051f0d6766995d40bb,Figure skating,Chamonix,W,USA,1924,Skating,Silver,individual
olympics,59f308051f0d6766995d40bc,Ice Hockey,St. Moritz,M,CAN,1928,Ice Hockey,Gold,ice hockey
olympics,59f308051f0d6766995d40bd,Ice Hockey,St. Moritz,M,SUI,1928,Ice Hockey,Bronze,ice hockey
olympics,59f308051f0d6766995d40be,Speed skating,Lake Placid,M,CAN,1932,Skating,Bronze,500m
olympics,59f308051f0d6766995d40bf,Nordic Combined,St. Moritz,M,NOR,1928,Skiing,Silver,individual
olympics,59f308051f0d6766995d40c0,Cross Country S,Lake Placid,M,FIN,1932,Skiing,Silver,50km
olympics,59f308051f0d6766995d40c1,Skeleton,St. Moritz,M,GBR,1928,Bobsleigh,Bronze,individual
olympics,59f308051f0d6766995d40c2,Speed skating,Lake Placid,M,CAN,1932,Skating,Silver,1500m
olympics,59f308051f0d6766995d40c3,Cross Country S,St. Moritz,M,NOR,1928,Skiing,Bronze,18km
olympics,59f308051f0d6766995d40c4,Figure skating,St. Moritz,M,SWE,1928,Skating,Gold,individual
olympics,59f308051f0d6766995d40c5,Figure skating,Lake Placid,X,FRA,1932,Skating,Gold,pairs
olympics,59f308051f0d6766995d40c6,Figure skating,Lake Placid,X,HUN,1932,Skating,Bronze,pairs
olympics,59f308051f0d6766995d40c7,Speed skating,St. Moritz,M,FIN,1928,Skating,Gold,500m
olympics,59f308051f0d6766995d40c8,Ski Jumping,Lake Placid,M,NOR,1932,Skiing,Bronze,K90 individual (70m)
olympics,59f308051f0d6766995d40c9,Ice Hockey,Lake Placid,M,GER,1932,Ice Hockey,Bronze,ice hockey
olympics,59f308051f0d6766995d40ca,Bobsleigh,Lake Placid,M,GER,1932,Bobsleigh,Bronze,four-man
olympics,59f308051f0d6766995d40cb,Nordic Combined,Lake Placid,M,NOR,1932,Skiing,Silver,individual
olympics,59f308051f0d6766995d40cc,Nordic Combined,Lake Placid,M,NOR,1932,Skiing,Gold,individual
olympics,59f308051f0d6766995d40cd,Figure skating,Lake Placid,M,SWE,1932,Skating,Silver,individual
olympics,59f308051f0d6766995d40ce,Figure skating,Lake Placid,W,NOR,1932,Skating,Gold,individual
olympics,59f308051f0d6766995d40cf,Ski Jumping,Lake Placid,M,NOR,1932,Skiing,Gold,K90 individual (70m)
olympics,59f308051f0d6766995d40d0,Ice Hockey,St. Moritz,M,SWE,1928,Ice Hockey,Silver,ice hockey
olympics,59f308051f0d6766995d40d1,Bobsleigh,Lake Placid,M,USA,1932,Bobsleigh,Gold,two-man
olympics,59f308051f0d6766995d40d2,Speed skating,St. Moritz,M,NOR,1928,Skating,Bronze,500m
olympics,59f308051f0d6766995d40d3,Cross Country S,St. Moritz,M,SWE,1928,Skiing,Gold,50km
olympics,59f308051f0d6766995d40d4,Figure skating,Lake Placid,X,USA,1932,Skating,Silver,pairs
olympics,59f308051f0d6766995d40d5,Speed skating,Garmisch-Partenkirchen,M,FIN,1936,Skating,Bronze,5000m
olympics,59f308051f0d6766995d40d6,Bobsleigh,Garmisch-Partenkirchen,M,GBR,1936,Bobsleigh,Bronze,four-man
olympics,59f308051f0d6766995d40d7,Figure skating,Garmisch-Partenkirchen,M,GER,1936,Skating,Silver,individual
olympics,59f308051f0d6766995d40d8,Speed skating,Lake Placid,M,NOR,1932,Skating,Silver,500m
olympics,59f308051f0d6766995d40d9,Speed skating,Lake Placid,M,CAN,1932,Skating,Bronze,1500m
olympics,59f308051f0d6766995d40da,Figure skating,Garmisch-Partenkirchen,M,AUT,1936,Skating,Gold,individual
olympics,59f308051f0d6766995d40db,Ice Hockey,Lake Placid,M,USA,1932,Ice Hockey,Silver,ice hockey
olympics,59f308051f0d6766995d40dc,Alpine Skiing,Garmisch-Partenkirchen,W,GER,1936,Skiing,Gold,alpine combined
olympics,59f308051f0d6766995d40dd,Ski Jumping,Lake Placid,M,NOR,1932,Skiing,Silver,K90 individual (70m)
olympics,59f308051f0d6766995d40de,Ice Hockey,Garmisch-Partenkirchen,M,GBR,1936,Ice Hockey,Gold,ice hockey
olympics,59f308051f0d6766995d40df,Speed skating,Lake Placid,M,USA,1932,Skating,Silver,5000m
olympics,59f308051f0d6766995d40e0,Speed skating,Lake Placid,M,USA,1932,Skating,Gold,1500m
olympics,59f308051f0d6766995d40e1,Cross Country S,Garmisch-Partenkirchen,M,SWE,1936,Skiing,Gold,18km
olympics,59f308051f0d6766995d40e2,Alpine Skiing,Garmisch-Partenkirchen,W,GER,1936,Skiing,Silver,alpine combined
olympics,59f308051f0d6766995d40e3,Cross Country S,Garmisch-Partenkirchen,M,SWE,1936,Skiing,Bronze,50km
olympics,59f308051f0d6766995d40e4,Speed skating,Garmisch-Partenkirchen,M,USA,1936,Skating,Bronze,500m
olympics,59f308051f0d6766995d40e5,Bobsleigh,Garmisch-Partenkirchen,M,SUI,1936,Bobsleigh,Gold,four-man
olympics,59f308051f0d6766995d40e6,Ski Jumping,Garmisch-Partenkirchen,M,NOR,1936,Skiing,Gold,K90 individual (70m)
olympics,59f308051f0d6766995d40e7,Alpine Skiing,St. Moritz,M,AUT,1948,Skiing,Silver,downhill
olympics,59f308051f0d6766995d40e8,Speed skating,Lake Placid,M,NOR,1932,Skating,Silver,10000m
olympics,59f308051f0d6766995d40e9,Speed skating,St. Moritz,M,USA,1928,Skating,Bronze,500m
olympics,59f308051f0d6766995d40ea,Bobsleigh,Garmisch-Partenkirchen,M,SUI,1936,Bobsleigh,Silver,four-man
olympics,59f308051f0d6766995d40eb,Speed skating,St. Moritz,M,FIN,1948,Skating,Bronze,10000m
olympics,59f308051f0d6766995d40ec,Alpine Skiing,St. Moritz,W,AUT,1948,Skiing,Silver,downhill
olympics,59f308051f0d6766995d40ed,Speed skating,Lake Placid,M,USA,1932,Skating,Gold,5000m
olympics,59f308051f0d6766995d40ee,Cross Country S,Garmisch-Partenkirchen,M,FIN,1936,Skiing,Bronze,18km
olympics,59f308051f0d6766995d40ef,Nordic Combined,Garmisch-Partenkirchen,M,NOR,1936,Skiing,Gold,individual
olympics,59f308051f0d6766995d40f0,Skeleton,St. Moritz,M,ITA,1948,Bobsleigh,Gold,individual
olympics,59f308051f0d6766995d40f1,Ski Jumping,Garmisch-Partenkirchen,M,NOR,1936,Skiing,Bronze,K90 individual (70m)
olympics,59f308051f0d6766995d40f2,Alpine Skiing,St. Moritz,W,AUT,1948,Skiing,Bronze,alpine combined
olympics,59f308051f0d6766995d40f3,Alpine Skiing,St. Moritz,M,SUI,1948,Skiing,Bronze,downhill
olympics,59f308051f0d6766995d40f4,Cross Country S,St. Moritz,M,FIN,1948,Skiing,Bronze,50km
olympics,59f308051f0d6766995d40f5,Speed skating,St. Moritz,M,NOR,1948,Skating,Gold,500m
olympics,59f308051f0d6766995d40f6,Speed skating,St. Moritz,M,NOR,1948,Skating,Gold,5000m
olympics,59f308051f0d6766995d40f7,Ski Jumping,St. Moritz,M,NOR,1948,Skiing,Silver,K90 individual (70m)
olympics,59f308051f0d6766995d40f8,Speed skating,St. Moritz,M,SWE,1948,Skating,Gold,10000m
olympics,59f308051f0d6766995d40f9,Speed skating,St. Moritz,M,SWE,1948,Skating,Silver,1500m
olympics,59f308051f0d6766995d40fa,Alpine Skiing,St. Moritz,W,SUI,1948,Skiing,Gold,downhill
olympics,59f308051f0d6766995d40fb,Cross Country S,Garmisch-Partenkirchen,M,SWE,1936,Skiing,Bronze,4x10km relay
olympics,59f308051f0d6766995d40fc,Cross Country S,St. Moritz,M,SWE,1948,Skiing,Gold,18km
olympics,59f308051f0d6766995d40fd,Ski Jumping,Garmisch-Partenkirchen,M,SWE,1936,Skiing,Silver,K90 individual (70m)
olympics,59f308051f0d6766995d40fe,Figure skating,St. Moritz,M,SUI,1948,Skating,Silver,individual
olympics,59f308051f0d6766995d40ff,Cross Country S,St. Moritz,M,SWE,1948,Skiing,Silver,50km
olympics,59f308051f0d6766995d4100,Cross Country S,Garmisch-Partenkirchen,M,SWE,1936,Skiing,Silver,50km
olympics,59f308051f0d6766995d4101,Speed skating,St. Moritz,M,NOR,1948,Skating,Bronze,1500m
olympics,59f308051f0d6766995d4102,Speed skating,St. Moritz,M,SWE,1948,Skating,Bronze,5000m
olympics,59f308051f0d6766995d4103,Ice Hockey,St. Moritz,M,TCH,1948,Ice Hockey,Silver,ice hockey
olympics,59f308051f0d6766995d4104,Speed skating,St. Moritz,M,USA,1948,Skating,Silver,500m
olympics,59f308051f0d6766995d4105,Bobsleigh,Garmisch-Partenkirchen,M,USA,1936,Bobsleigh,Bronze,two-man
olympics,59f308051f0d6766995d4106,Alpine Skiing,St. Moritz,M,SUI,1948,Skiing,Silver,alpine combined
olympics,59f308051f0d6766995d4107,Cross Country S,St. Moritz,M,SWE,1948,Skiing,Silver,18km
olympics,59f308051f0d6766995d4108,Ice Hockey,Garmisch-Partenkirchen,M,USA,1936,Ice Hockey,Bronze,ice hockey
olympics,59f308051f0d6766995d4109,Cross Country S,St. Moritz,M,SWE,1948,Skiing,Gold,4x10km relay
olympics,59f308051f0d6766995d410a,Speed skating,St. Moritz,M,USA,1948,Skating,Silver,500m
olympics,59f308051f0d6766995d410b,Alpine Skiing,St. Moritz,M,SUI,1948,Skiing,Gold,slalom
olympics,59f308051f0d6766995d410c,Skeleton,St. Moritz,M,USA,1948,Bobsleigh,Silver,individual
olympics,59f308051f0d6766995d410d,Alpine Skiing,St. Moritz,W,SUI,1948,Skiing,Silver,slalom
olympics,59f308051f0d6766995d410e,Alpine Skiing,Oslo,M,AUT,1952,Skiing,Silver,giant slalom
olympics,59f308051f0d6766995d410f,Cross Country S,St. Moritz,M,SWE,1948,Skiing,Gold,50km
olympics,59f308051f0d6766995d4110,Alpine Skiing,Oslo,M,AUT,1952,Skiing,Silver,downhill
olympics,59f308051f0d6766995d4111,Alpine Skiing,St. Moritz,W,USA,1948,Skiing,Silver,alpine combined
olympics,59f308051f0d6766995d4112,Cross Country S,Oslo,W,FIN,1952,Skiing,Gold,10km
olympics,59f308051f0d6766995d4113,Cross Country S,Oslo,M,FIN,1952,Skiing,Gold,50km
olympics,59f308051f0d6766995d4114,Figure skating,Oslo,M,AUT,1952,Skating,Silver,individual
olympics,59f308051f0d6766995d4115,Alpine Skiing,Oslo,W,AUT,1952,Skiing,Silver,giant slalom
olympics,59f308051f0d6766995d4116,Figure skating,St. Moritz,M,USA,1948,Skating,Gold,individual
olympics,59f308051f0d6766995d4117,Alpine Skiing,Oslo,M,AUT,1952,Skiing,Bronze,giant slalom
olympics,59f308051f0d6766995d4118,Speed skating,Oslo,M,NED,1952,Skating,Silver,1500m
olympics,59f308051f0d6766995d4119,Alpine Skiing,Oslo,M,NOR,1952,Skiing,Bronze,slalom
olympics,59f308051f0d6766995d411a,Bobsleigh,St. Moritz,M,USA,1948,Bobsleigh,Bronze,two-man
olympics,59f308051f0d6766995d411b,Alpine Skiing,Oslo,W,AUT,1952,Skiing,Gold,downhill
olympics,59f308051f0d6766995d411c,Figure skating,Oslo,W,FRA,1952,Skating,Bronze,individual
olympics,59f308051f0d6766995d411d,Alpine Skiing,Oslo,W,GER,1952,Skiing,Silver,downhill
olympics,59f308051f0d6766995d411e,Ice Hockey,Oslo,M,SWE,1952,Ice Hockey,Bronze,ice hockey
olympics,59f308051f0d6766995d411f,Cross Country S,Oslo,M,FIN,1952,Skiing,Silver,50km
olympics,59f308051f0d6766995d4120,Alpine Skiing,Oslo,M,AUT,1952,Skiing,Bronze,downhill
olympics,59f308051f0d6766995d4121,Cross Country S,Oslo,M,FIN,1952,Skiing,Gold,4x10km relay
olympics,59f308051f0d6766995d4122,Cross Country S,Oslo,M,NOR,1952,Skiing,Silver,4x10km relay
olympics,59f308051f0d6766995d4123,Alpine Skiing,Cortina d'Ampezzo,M,AUT,1956,Skiing,Gold,downhill
olympics,59f308051f0d6766995d4124,Speed skating,Oslo,M,USA,1952,Skating,Gold,500m
olympics,59f308051f0d6766995d4125,Cross Country S,Oslo,M,FIN,1952,Skiing,Bronze,18km
olympics,59f308051f0d6766995d4126,Alpine Skiing,Oslo,M,ITA,1952,Skiing,Gold,downhill
olympics,59f308051f0d6766995d4127,Bobsleigh,Oslo,M,SUI,1952,Bobsleigh,Bronze,four-man
olympics,59f308051f0d6766995d4128,Figure skating,Oslo,M,USA,1952,Skating,Gold,individual
olympics,59f308051f0d6766995d4129,Figure skating,Oslo,X,HUN,1952,Skating,Bronze,pairs
olympics,59f308051f0d6766995d412a,Figure skating,Oslo,W,GBR,1952,Skating,Gold,individual
olympics,59f308051f0d6766995d412b,Figure skating,Cortina d'Ampezzo,W,AUT,1956,Skating,Bronze,individual
olympics,59f308051f0d6766995d412c,Nordic Combined,Oslo,M,NOR,1952,Skiing,Bronze,individual
olympics,59f308051f0d6766995d412d,Alpine Skiing,Cortina d'Ampezzo,W,AUT,1956,Skiing,Bronze,giant slalom
olympics,59f308051f0d6766995d412e,Cross Country S,Cortina d'Ampezzo,M,FIN,1956,Skiing,Silver,50km
olympics,59f308051f0d6766995d412f,Alpine Skiing,Cortina d'Ampezzo,M,AUT,1956,Skiing,Gold,slalom
olympics,59f308051f0d6766995d4130,Figure skating,Cortina d'Ampezzo,X,CAN,1956,Skating,Silver,pairs
olympics,59f308051f0d6766995d4131,Alpine Skiing,Cortina d'Ampezzo,M,SWE,1956,Skiing,Bronze,slalom
olympics,59f308051f0d6766995d4132,Alpine Skiing,Cortina d'Ampezzo,W,AUT,1956,Skiing,Silver,giant slalom
olympics,59f308051f0d6766995d4133,Cross Country S,Cortina d'Ampezzo,M,SWE,1956,Skiing,Gold,50km
olympics,59f308051f0d6766995d4134,Alpine Skiing,Oslo,W,ITA,1952,Skiing,Bronze,downhill
olympics,59f308051f0d6766995d4135,Figure skating,Oslo,W,USA,1952,Skating,Silver,individual
olympics,59f308051f0d6766995d4136,Cross Country S,Cortina d'Ampezzo,M,SWE,1956,Skiing,Silver,15km
olympics,59f308051f0d6766995d4137,Cross Country S,Cortina d'Ampezzo,W,SWE,1956,Skiing,Bronze,10km
olympics,59f308051f0d6766995d4138,Cross Country S,Cortina d'Ampezzo,W,SWE,1956,Skiing,Bronze,3x5km relay
olympics,59f308051f0d6766995d4139,Alpine Skiing,Cortina d'Ampezzo,M,AUT,1956,Skiing,Gold,giant slalom
olympics,59f308051f0d6766995d413a,Speed skating,Oslo,M,SWE,1952,Skating,Bronze,10000m
olympics,59f308051f0d6766995d413b,Nordic Combined,Cortina d'Ampezzo,M,POL,1956,Skiing,Bronze,individual
olympics,59f308051f0d6766995d413c,Cross Country S,Cortina d'Ampezzo,M,FIN,1956,Skiing,Gold,30km mass start
olympics,59f308051f0d6766995d413d,Cross Country S,Cortina d'Ampezzo,M,URS,1956,Skiing,Bronze,15km
olympics,59f308051f0d6766995d413e,Speed skating,Cortina d'Ampezzo,M,URS,1956,Skating,Gold,1500m
olympics,59f308051f0d6766995d413f,Ski Jumping,Oslo,M,NOR,1952,Skiing,Gold,K90 individual (70m)
olympics,59f308051f0d6766995d4140,Speed skating,Cortina d'Ampezzo,M,NOR,1956,Skating,Silver,10000m
olympics,59f308051f0d6766995d4141,Speed skating,Cortina d'Ampezzo,M,URS,1956,Skating,Gold,5000m
olympics,59f308051f0d6766995d4142,Speed skating,Cortina d'Ampezzo,M,URS,1956,Skating,Bronze,10000m
olympics,59f308051f0d6766995d4143,Speed skating,Cortina d'Ampezzo,M,URS,1956,Skating,Bronze,5000m
olympics,59f308051f0d6766995d4144,Nordic Combined,Cortina d'Ampezzo,M,NOR,1956,Skiing,Gold,individual
olympics,59f308051f0d6766995d4145,Cross Country S,Cortina d'Ampezzo,W,URS,1956,Skiing,Silver,10km
olympics,59f308051f0d6766995d4146,Speed skating,Squaw Valley,W,EUA,1960,Skating,Gold,500m
olympics,59f308051f0d6766995d4147,Alpine Skiing,Squaw Valley,W,EUA,1960,Skiing,Gold,downhill
olympics,59f308051f0d6766995d4148,Speed skating,Cortina d'Ampezzo,M,URS,1956,Skating,Gold,1500m
olympics,59f308051f0d6766995d4149,Bobsleigh,Cortina d'Ampezzo,M,USA,1956,Bobsleigh,Bronze,four-man
olympics,59f308051f0d6766995d414a,Nordic Combined,Cortina d'Ampezzo,M,SWE,1956,Skiing,Silver,individual
olympics,59f308051f0d6766995d414b,Figure skating,Squaw Valley,X,EUA,1960,Skating,Silver,pairs
olympics,59f308051f0d6766995d414c,Cross Country S,Squaw Valley,M,FIN,1960,Skiing,Gold,4x10km relay
olympics,59f308051f0d6766995d414d,Alpine Skiing,Squaw Valley,M,AUT,1960,Skiing,Gold,slalom
olympics,59f308051f0d6766995d414e,Alpine Skiing,Squaw Valley,W,CAN,1960,Skiing,Gold,slalom
olympics,59f308051f0d6766995d414f,Figure skating,Squaw Valley,M,CAN,1960,Skating,Bronze,individual
olympics,59f308051f0d6766995d4150,Figure skating,Squaw Valley,X,CAN,1960,Skating,Gold,pairs
olympics,59f308051f0d6766995d4151,Cross Country S,Squaw Valley,W,FIN,1960,Skiing,Bronze,3x5km relay
olympics,59f308051f0d6766995d4152,Speed skating,Squaw Valley,M,NED,1960,Skating,Bronze,5000m
olympics,59f308051f0d6766995d4153,Speed skating,Squaw Valley,W,EUA,1960,Skating,Silver,1000m
